gene_name, cluster_assignment, em0-2hr, em2-4hr, em4-6hr, em6-8hr, em8-10hr, em10-12hr, em12-14hr, em14-16hr, em16-18hr, em18-20hr, em20-22hr, em22-24hr
Utx, 0, 10.4, 20.2, 22.8, 16.3, 17.3, 12.7, 15.8, 6.85, 6.45, 4.1, 6.35, 7.64
Uvrag, 0, 11.4, 6.33, 11.8, 10.3, 9.83, 13.1, 7.65, 7.03, 6.13, 6.58, 4.86, 5.1
Vang, 0, 9.44, 11.9, 19.2, 36.4, 39.8, 34.4, 29.0, 13.3, 9.27, 5.88, 3.5, 4.25
Vap-33-1, 0, 18.5, 18.9, 22.1, 21.7, 20.5, 18.5, 18.5, 7.38, 8.6, 7.67, 7.68, 9.93
Vdup1, 0, 0.21, 1.18, 2.15, 6.21, 10.3, 28.1, 26.0, 38.6, 63.9, 48.2, 10.7, 13.9
Vha100-1, 0, 13.3, 16.7, 14.5, 13.1, 13.4, 14.0, 14.6, 13.9, 12.5, 10.5, 11.6, 12.0
Vha100-2, 0, 29.9, 4.84, 2.55, 4.95, 6.98, 11.7, 12.6, 18.5, 26.0, 43.5, 63.2, 69.5
Vha100-4, 0, 0.0363, 0.0226, 0.0393, 0.126, 0.265, 1.26, 2.01, 3.35, 7.49, 18.6, 34.8, 36.0
Vha13, 3, 114.0, 31.1, 15.1, 19.9, 33.3, 71.2, 59.8, 89.8, 144.0, 223.0, 330.0, 305.0
Vha14-1, 5, 50.0, 51.1, 49.4, 39.4, 45.9, 71.1, 55.8, 58.1, 82.2, 110.0, 178.0, 200.0
Vha16-1, 5, 58.5, 53.8, 32.7, 33.4, 42.2, 56.9, 67.6, 68.4, 114.0, 144.0, 205.0, 177.0
Vha26, 5, 68.7, 79.7, 49.1, 34.9, 52.3, 52.4, 73.1, 71.3, 120.0, 151.0, 232.0, 285.0
Vha36-1, 5, 71.6, 19.3, 15.1, 27.6, 51.5, 88.6, 57.3, 73.0, 105.0, 149.0, 214.0, 257.0
Vha44, 0, 7.21, 3.54, 2.48, 2.33, 2.8, 3.21, 4.2, 5.56, 10.3, 17.9, 32.3, 36.4
Vha55, 3, 108.0, 26.8, 8.77, 15.4, 26.8, 36.4, 43.3, 101.0, 147.0, 209.0, 285.0, 269.0
Vha68-1, 0, 1.18, 2.16, 2.83, 6.29, 8.82, 20.2, 22.1, 29.3, 29.4, 33.4, 27.9, 31.1
Vha68-2, 3, 90.4, 19.8, 7.36, 9.35, 16.1, 36.4, 45.7, 102.0, 137.0, 195.0, 282.0, 268.0
VhaAC39-1, 5, 69.6, 36.2, 22.9, 26.6, 31.7, 38.0, 42.1, 61.8, 83.0, 116.0, 160.0, 168.0
VhaAC45, 5, 58.1, 37.0, 42.9, 49.6, 54.8, 59.2, 60.6, 85.6, 115.0, 176.0, 244.0, 262.0
VhaM8.9, 5, 44.9, 29.2, 29.8, 31.8, 36.0, 53.5, 43.7, 62.1, 75.8, 118.0, 166.0, 156.0
VhaM9.7-b, 5, 42.7, 23.4, 25.5, 25.7, 34.9, 42.6, 40.8, 34.6, 58.5, 77.1, 108.0, 128.0
VhaM9.7-c, 0, 14.0, 16.1, 14.3, 12.8, 15.0, 14.4, 13.3, 9.1, 9.14, 5.88, 4.94, 6.75
VhaPPA1-1, 5, 73.6, 53.7, 55.4, 57.9, 58.8, 67.1, 55.5, 78.3, 96.3, 142.0, 206.0, 194.0
VhaSFD, 5, 24.0, 19.5, 10.9, 10.1, 12.1, 15.9, 15.6, 22.4, 34.0, 56.1, 83.6, 92.9
Vinc, 0, 11.9, 4.18, 1.11, 1.99, 3.51, 9.51, 10.3, 18.2, 19.2, 35.3, 32.6, 28.1
Vps13, 0, 2.69, 2.67, 9.63, 12.3, 12.5, 7.04, 12.5, 8.76, 15.3, 20.5, 12.4, 14.8
Vps20, 0, 25.2, 11.7, 18.4, 25.2, 22.4, 23.9, 17.9, 18.1, 17.6, 18.1, 15.0, 16.3
Vps25, 0, 25.3, 19.6, 27.5, 25.6, 23.1, 30.1, 13.8, 15.9, 11.6, 12.4, 11.0, 11.1
Vps26, 0, 31.2, 33.6, 18.0, 23.6, 22.9, 20.7, 19.3, 18.5, 16.4, 10.9, 14.9, 14.4
Vps28, 0, 16.5, 16.1, 27.1, 22.5, 18.6, 20.9, 13.0, 13.9, 12.8, 13.7, 11.6, 11.7
Vps35, 0, 22.7, 27.7, 22.4, 18.8, 22.0, 20.2, 20.5, 15.9, 13.1, 9.73, 12.1, 13.3
Vps4, 0, 25.8, 23.5, 27.9, 24.2, 21.7, 20.6, 15.9, 15.3, 13.1, 16.2, 13.0, 14.0
Wbp2, 0, 5.53, 6.65, 4.89, 5.7, 6.1, 6.69, 6.12, 5.38, 9.45, 15.3, 17.5, 19.6
Wdr82, 0, 31.2, 44.2, 46.5, 35.0, 33.4, 30.5, 22.4, 20.1, 14.8, 9.97, 9.04, 10.0
Wnt5, 0, 8.31, 12.8, 20.4, 28.4, 24.2, 25.9, 24.7, 15.3, 9.68, 6.97, 5.39, 5.46
XNP, 0, 31.1, 54.0, 69.6, 43.6, 36.5, 23.2, 21.1, 17.5, 12.9, 8.11, 9.03, 11.0
XRCC1, 0, 19.6, 20.5, 16.5, 11.1, 11.3, 9.06, 7.0, 5.96, 5.2, 2.4, 7.85, 7.27
Xbp1, 2, 57.5, 22.8, 27.4, 72.1, 103.0, 222.0, 128.0, 152.0, 128.0, 135.0, 110.0, 103.0
Xe7, 0, 10.8, 16.5, 18.7, 18.0, 15.4, 14.0, 14.1, 10.1, 9.36, 9.3, 8.82, 9.08
Xrp1, 0, 0.211, 0.355, 0.574, 1.58, 3.25, 8.95, 12.8, 13.9, 19.2, 27.4, 40.6, 43.0
YL-1, 0, 16.1, 24.5, 22.1, 22.4, 20.3, 16.5, 13.5, 8.41, 8.27, 6.37, 10.1, 9.85
YT521-B, 0, 3.3, 3.84, 5.96, 9.76, 10.0, 7.75, 12.2, 13.0, 8.77, 12.6, 14.9, 16.7
Yeti, 0, 7.03, 12.2, 12.2, 9.12, 11.1, 12.3, 15.3, 3.96, 6.06, 4.01, 4.66, 7.23
Yippee, 0, 14.0, 17.8, 27.7, 25.4, 24.5, 27.0, 19.5, 12.1, 11.0, 11.5, 6.54, 9.01
Ykt6, 0, 32.3, 41.7, 23.8, 26.1, 26.5, 26.1, 24.3, 23.5, 19.3, 15.8, 23.7, 21.5
Z600, 0, 13.0, 263.0, 8.86, 0.525, 0.995, 0.227, 0.245, 0.202, 0.0759, 0.461, 0.166, 2.29
ZAP3, 0, 7.15, 10.8, 14.0, 13.6, 12.8, 12.1, 8.92, 6.28, 3.44, 4.61, 5.64, 4.86
ZC3H3, 0, 7.53, 9.87, 13.5, 11.6, 8.58, 9.23, 8.07, 9.39, 9.12, 8.9, 8.72, 8.23
Zasp66, 0, 7.89, 11.5, 7.64, 4.87, 4.42, 3.49, 2.78, 3.26, 7.75, 27.7, 43.5, 39.9
Zif, 0, 32.2, 46.0, 51.1, 45.6, 45.2, 33.7, 27.3, 23.2, 20.6, 16.1, 22.3, 22.0
Zn72D, 0, 13.2, 9.53, 15.6, 20.1, 19.0, 22.7, 15.9, 12.5, 8.43, 6.55, 5.18, 4.77
ZnT63C, 0, 8.65, 8.67, 12.7, 7.66, 6.85, 7.49, 6.84, 12.7, 16.6, 11.8, 6.21, 5.71
Zpr1, 0, 18.8, 17.1, 13.0, 11.9, 14.6, 19.6, 14.2, 10.6, 6.85, 6.99, 9.57, 7.55
a6, 0, 17.5, 14.8, 10.2, 16.2, 13.3, 11.8, 9.02, 8.82, 5.18, 3.69, 3.56, 3.29
aay, 0, 32.6, 33.5, 51.9, 37.4, 18.6, 19.3, 29.5, 35.2, 29.0, 25.4, 30.1, 33.4
abs, 0, 11.2, 17.3, 19.4, 20.5, 17.9, 16.5, 13.5, 8.37, 5.52, 4.96, 3.73, 3.63
adat, 0, 0.405, 0.861, 1.49, 1.51, 1.32, 1.88, 1.95, 5.53, 13.4, 24.3, 50.3, 41.1
ade5, 0, 18.1, 1.98, 3.65, 9.59, 13.6, 27.3, 24.9, 15.8, 11.6, 16.5, 18.5, 23.2
adp, 0, 17.6, 9.47, 4.76, 6.54, 9.99, 13.9, 9.57, 8.78, 6.77, 5.09, 5.26, 4.97
ago, 0, 58.9, 90.4, 101.0, 80.0, 60.8, 44.6, 31.2, 31.9, 22.8, 14.4, 23.5, 20.8
akirin, 2, 47.4, 97.6, 147.0, 164.0, 139.0, 82.0, 71.3, 33.7, 29.5, 20.1, 26.8, 28.8
alc, 0, 22.8, 12.4, 7.36, 12.3, 15.7, 21.5, 19.0, 28.4, 30.9, 30.7, 20.9, 21.6
alien, 0, 9.48, 16.5, 14.2, 7.45, 8.32, 6.79, 7.51, 4.54, 5.1, 3.67, 9.53, 13.0
alpha-Adaptin, 0, 21.9, 4.28, 10.6, 13.8, 14.4, 15.3, 16.6, 9.63, 8.75, 7.67, 6.9, 8.18
alpha-Spec, 0, 9.12, 18.3, 32.8, 51.6, 49.6, 44.2, 54.4, 60.4, 45.0, 49.8, 52.2, 49.2
alpha4GT1, 0, 18.3, 13.6, 9.38, 8.78, 8.99, 8.42, 7.48, 5.92, 5.23, 3.2, 6.11, 6.46
alphaCop, 0, 29.0, 14.5, 30.2, 45.9, 51.4, 68.7, 48.4, 43.2, 30.0, 23.0, 14.0, 14.6
alphaTry, 3, 0.195, 0.0598, 0.253, 0.451, 0.131, 0.281, 0.204, 0.552, 1.12, 29.1, 393.0, 344.0
alphaTub67C, 0, 153.0, 4.88, 1.79, 0.855, 0.972, 0.329, 0.378, 0.727, 0.163, 0.298, 0.233, 0.274
alphaTub84B, 1, 471.0, 580.0, 347.0, 499.0, 558.0, 452.0, 386.0, 493.0, 433.0, 404.0, 430.0, 382.0
alphaTub84D, 2, 82.2, 191.0, 279.0, 207.0, 106.0, 73.6, 60.6, 75.5, 45.8, 37.2, 37.6, 33.8
alphaTub85E, 5, 0.235, 0.327, 0.393, 2.07, 4.26, 32.5, 34.5, 65.1, 57.1, 74.2, 55.9, 48.0
alrm, 0, 0.127, 0.123, 0.127, 0.548, 1.71, 11.0, 13.2, 15.2, 28.5, 31.3, 26.0, 34.3
alt, 0, 25.0, 39.4, 33.8, 30.7, 28.7, 27.8, 32.6, 20.0, 11.3, 5.66, 14.0, 11.9
amd, 0, 0.345, 1.8, 5.47, 2.62, 2.58, 4.79, 8.68, 46.0, 59.7, 7.97, 1.05, 1.32
ana1, 0, 10.1, 13.5, 15.5, 12.4, 10.5, 5.0, 7.04, 5.82, 4.67, 4.17, 7.38, 6.93
aph-1, 0, 33.8, 55.4, 45.3, 35.3, 37.9, 40.4, 33.6, 29.6, 21.7, 13.4, 15.0, 15.6
ari-1, 0, 12.4, 15.2, 6.53, 7.34, 8.82, 8.25, 9.68, 8.36, 8.47, 7.38, 7.74, 8.5
ari-2, 0, 18.7, 13.6, 11.7, 19.1, 20.5, 23.4, 19.4, 9.38, 7.32, 9.62, 3.74, 3.99
arm, 2, 48.0, 109.0, 150.0, 156.0, 116.0, 132.0, 91.4, 83.9, 55.4, 42.9, 38.4, 36.2
aru, 0, 2.09, 2.95, 5.51, 10.1, 10.6, 21.6, 16.3, 16.4, 9.29, 9.5, 9.26, 8.01
asf1, 0, 59.7, 34.0, 54.6, 32.7, 22.6, 17.5, 8.1, 5.55, 4.96, 4.2, 3.72, 4.43
ash1, 0, 15.5, 9.52, 13.0, 9.7, 9.94, 4.37, 9.24, 7.23, 5.94, 3.59, 5.96, 7.43
ash2, 0, 11.7, 20.1, 17.6, 10.3, 9.28, 6.53, 5.23, 5.86, 4.6, 2.78, 7.22, 6.58
asl, 0, 14.1, 21.0, 23.0, 21.2, 17.3, 10.7, 10.5, 6.79, 5.71, 4.24, 7.13, 7.37
asp, 0, 34.0, 18.3, 31.2, 21.6, 13.6, 4.24, 3.74, 2.27, 1.5, 0.907, 1.89, 1.68
asparagine-synthetase, 0, 26.3, 8.04, 2.6, 3.17, 11.0, 11.1, 6.07, 2.79, 2.23, 11.4, 8.53, 16.4
asrij, 0, 23.9, 12.4, 17.8, 13.0, 11.5, 18.6, 12.0, 16.8, 12.7, 10.8, 7.21, 6.54
atilla, 0, 0.502, 0.303, 0.138, 0.126, 0.311, 0.511, 0.555, 9.67, 50.7, 65.5, 45.9, 41.2
atl, 0, 11.5, 11.9, 6.75, 11.5, 14.7, 23.5, 18.4, 14.6, 13.2, 12.8, 9.78, 10.2
aur, 0, 39.3, 22.2, 27.1, 27.1, 21.1, 8.26, 4.18, 3.13, 1.93, 1.2, 1.78, 2.79
ave, 0, 11.0, 16.0, 15.1, 10.1, 13.1, 13.4, 8.52, 5.08, 5.64, 3.42, 5.35, 4.9
awd, 2, 437.0, 439.0, 150.0, 78.8, 81.4, 147.0, 102.0, 152.0, 116.0, 123.0, 125.0, 94.8
baf, 0, 69.4, 106.0, 205.0, 159.0, 113.0, 55.3, 37.5, 14.2, 13.2, 21.5, 25.3, 33.4
bai, 0, 46.2, 32.3, 56.0, 75.7, 95.9, 129.0, 115.0, 78.8, 54.5, 32.0, 20.3, 23.6
ball, 0, 51.9, 72.8, 87.8, 54.0, 41.3, 23.9, 16.5, 15.8, 10.1, 5.3, 7.95, 8.61
barr, 0, 26.9, 17.4, 38.9, 36.3, 24.0, 11.5, 9.03, 3.89, 2.15, 1.65, 1.08, 1.47
bbc, 0, 15.1, 10.9, 6.16, 14.3, 15.9, 15.8, 14.7, 13.5, 11.3, 9.05, 8.6, 9.2
bc10, 0, 23.4, 22.2, 19.5, 15.6, 18.9, 16.4, 16.6, 8.17, 9.6, 7.31, 6.25, 9.37
bcd, 0, 31.2, 15.8, 6.32, 4.75, 6.65, 3.41, 5.13, 6.9, 4.43, 2.16, 13.2, 8.97
bcn92, 0, 14.4, 16.6, 14.0, 10.4, 12.0, 12.5, 12.2, 9.88, 10.6, 8.2, 9.89, 10.5
beg, 0, 15.7, 9.15, 12.0, 9.67, 7.76, 11.5, 6.62, 7.54, 6.74, 7.15, 4.55, 4.38
bel, 0, 49.5, 20.2, 38.8, 69.0, 51.8, 61.2, 46.3, 35.8, 26.1, 31.2, 32.6, 28.6
ben, 0, 34.7, 49.1, 28.7, 20.7, 25.7, 22.5, 21.0, 18.7, 13.9, 11.2, 11.4, 12.9
beta'Cop, 0, 27.8, 23.6, 34.6, 42.9, 45.9, 71.8, 45.3, 39.9, 27.9, 20.3, 13.4, 14.0
beta-Spec, 5, 7.16, 22.2, 45.0, 59.8, 66.1, 84.9, 77.2, 85.8, 68.7, 74.9, 61.3, 54.1
beta4GalNAcTB, 0, 26.4, 17.8, 23.2, 11.0, 8.69, 7.26, 4.69, 4.34, 3.64, 2.88, 2.85, 3.31
betaCop, 0, 35.8, 16.5, 38.9, 66.6, 66.5, 91.1, 52.9, 56.7, 39.7, 33.7, 22.9, 18.7
betaTub56D, 2, 250.0, 298.0, 186.0, 268.0, 297.0, 237.0, 178.0, 225.0, 202.0, 200.0, 164.0, 143.0
betaTub60D, 0, 1.03, 3.63, 9.66, 51.5, 94.1, 186.0, 157.0, 135.0, 38.1, 15.8, 6.93, 7.02
betaggt-II, 0, 8.48, 13.0, 14.0, 10.7, 8.58, 12.6, 8.54, 12.1, 9.84, 13.5, 13.6, 11.6
bgm, 0, 22.2, 1.45, 5.23, 3.03, 4.42, 6.61, 4.72, 3.33, 2.32, 10.2, 49.4, 46.0
bib, 0, 1.25, 26.6, 36.7, 31.6, 11.9, 4.63, 2.8, 1.32, 0.624, 0.643, 0.355, 0.413
bic, 1, 293.0, 295.0, 236.0, 282.0, 286.0, 331.0, 237.0, 224.0, 211.0, 233.0, 252.0, 218.0
bif, 0, 35.4, 18.7, 9.31, 10.1, 9.32, 10.6, 10.0, 9.12, 6.43, 6.02, 5.68, 4.96
bigmax, 0, 12.9, 12.0, 18.5, 18.5, 15.5, 17.9, 10.4, 9.13, 14.5, 36.2, 46.3, 45.4
bip2, 0, 8.11, 11.5, 16.4, 12.4, 13.3, 7.81, 21.9, 6.41, 10.3, 6.28, 4.79, 8.4
bl, 0, 4.11, 12.0, 16.4, 18.8, 14.9, 12.1, 8.44, 6.49, 4.91, 4.46, 3.3, 3.27
blos1, 0, 9.3, 7.77, 18.4, 15.8, 14.7, 13.9, 13.8, 9.06, 9.44, 10.3, 8.27, 9.65
blos2, 0, 12.5, 16.1, 14.0, 10.3, 13.3, 18.0, 13.2, 9.02, 10.6, 6.96, 8.98, 8.48
blp, 0, 12.5, 6.26, 6.93, 7.03, 8.14, 11.3, 13.3, 7.36, 8.16, 7.26, 9.1, 10.8
blw, 1, 289.0, 159.0, 93.4, 116.0, 141.0, 243.0, 234.0, 388.0, 391.0, 407.0, 545.0, 425.0
bnb, 2, 16.5, 329.0, 274.0, 245.0, 215.0, 187.0, 199.0, 101.0, 45.9, 74.8, 43.8, 42.5
bnk, 0, 18.8, 205.0, 3.0, 0.517, 0.832, 0.38, 0.37, 0.395, 0.268, 0.525, 0.262, 1.15
boca, 0, 30.1, 41.0, 42.7, 35.3, 40.3, 54.6, 25.6, 17.5, 11.1, 7.25, 6.41, 7.32
bocksbeutel, 0, 17.0, 16.4, 26.2, 17.4, 13.9, 11.8, 10.3, 7.42, 7.03, 8.02, 8.32, 9.36
bonsai, 0, 21.2, 15.0, 31.0, 21.2, 20.4, 26.6, 28.0, 20.2, 27.5, 25.5, 25.2, 26.9
bor, 0, 27.0, 14.5, 6.17, 11.1, 17.8, 48.0, 39.6, 43.7, 34.1, 31.8, 43.7, 36.3
bora, 0, 30.8, 50.1, 43.3, 31.4, 21.1, 11.6, 7.91, 9.7, 8.1, 4.14, 12.3, 10.3
borr, 0, 77.2, 132.0, 131.0, 89.4, 57.9, 31.7, 18.6, 19.2, 14.4, 8.82, 39.3, 25.2
botv, 0, 10.6, 16.8, 12.1, 9.59, 8.58, 6.55, 8.12, 7.97, 6.41, 3.74, 5.87, 5.01
bou, 0, 7.84, 30.5, 76.4, 78.4, 94.6, 140.0, 85.7, 54.1, 43.9, 35.9, 25.5, 26.0
brk, 0, 0.77, 17.4, 16.2, 18.5, 14.9, 16.8, 13.9, 5.52, 1.96, 1.27, 1.19, 1.17
brm, 0, 18.3, 33.2, 36.8, 32.5, 26.1, 15.6, 15.4, 14.6, 11.8, 9.97, 18.9, 16.1
bsf, 0, 11.8, 3.93, 10.9, 11.4, 14.2, 17.5, 22.5, 20.9, 18.3, 13.9, 12.4, 13.6
bsk, 0, 2.8, 4.27, 16.8, 21.9, 20.5, 22.5, 27.0, 9.97, 13.0, 7.64, 5.0, 7.72
btz, 0, 42.0, 14.6, 11.8, 20.7, 16.1, 19.9, 16.1, 16.5, 7.77, 7.42, 6.15, 5.13
bur, 0, 33.0, 36.4, 17.8, 13.9, 17.4, 13.5, 13.8, 13.4, 11.4, 6.06, 19.8, 18.7
by, 0, 1.22, 0.757, 0.341, 0.923, 2.23, 6.08, 6.31, 11.3, 21.0, 49.2, 36.9, 41.7
bys, 0, 23.3, 19.2, 23.8, 25.9, 25.4, 24.8, 19.1, 12.9, 10.6, 9.29, 22.4, 20.6
c(3)G, 0, 16.7, 11.3, 12.0, 12.9, 9.99, 8.14, 8.75, 6.71, 6.55, 5.68, 5.77, 6.43
c12.1, 0, 33.1, 57.0, 66.2, 51.3, 49.5, 54.5, 30.6, 28.0, 22.3, 20.2, 27.5, 21.0
cact, 0, 22.9, 31.9, 17.3, 11.6, 11.2, 8.58, 11.1, 14.5, 15.3, 12.4, 17.6, 18.2
cactin, 0, 18.9, 29.0, 19.8, 16.2, 13.9, 10.9, 9.63, 11.0, 8.66, 5.75, 12.2, 9.82
cal1, 0, 36.1, 15.8, 15.4, 13.8, 12.9, 9.45, 12.4, 7.02, 8.13, 3.55, 5.11, 5.91
cals, 0, 1.24, 3.07, 11.5, 11.1, 16.0, 11.1, 30.5, 7.15, 15.0, 7.28, 6.35, 13.1
cana, 0, 15.9, 13.1, 8.94, 6.87, 8.09, 8.84, 9.46, 5.91, 5.76, 3.48, 7.24, 8.08
capt, 0, 29.5, 41.7, 24.4, 12.3, 15.9, 21.8, 14.9, 18.9, 15.9, 16.1, 17.4, 16.0
cas, 0, 0.232, 3.86, 6.38, 26.3, 25.5, 16.3, 16.5, 7.42, 5.13, 5.49, 3.43, 3.8
casp, 0, 27.6, 8.16, 24.2, 27.2, 22.1, 19.1, 19.0, 13.5, 12.1, 10.5, 8.58, 9.49
cathD, 0, 25.9, 52.7, 64.6, 55.9, 39.3, 39.5, 20.2, 21.0, 15.7, 11.8, 11.7, 10.2
cav, 0, 14.2, 19.7, 18.1, 9.99, 10.4, 5.29, 9.19, 3.54, 4.84, 2.68, 6.45, 7.98
caz, 0, 33.3, 52.1, 53.8, 65.0, 51.9, 31.0, 25.9, 41.7, 20.3, 12.0, 19.5, 12.9
cbc, 0, 14.9, 23.7, 14.4, 15.3, 15.5, 22.8, 10.5, 13.7, 10.5, 7.83, 8.42, 7.34
cbt, 0, 6.85, 0.556, 1.85, 6.79, 19.1, 11.1, 14.7, 9.08, 21.1, 36.1, 19.8, 21.7
cdc16, 0, 14.2, 22.8, 19.4, 10.7, 9.88, 6.77, 8.5, 4.8, 4.77, 2.11, 7.1, 6.97
cdc2, 0, 45.7, 80.0, 90.0, 60.2, 49.4, 24.7, 26.5, 9.41, 7.83, 3.64, 5.13, 8.67
cdc2c, 0, 28.6, 17.0, 31.3, 25.0, 15.1, 6.42, 5.31, 3.24, 1.84, 1.13, 0.873, 1.17
cdm, 0, 25.7, 32.8, 14.2, 13.6, 15.9, 19.6, 14.8, 15.9, 12.6, 8.34, 12.5, 11.8
ced-6, 0, 17.0, 11.0, 7.37, 7.12, 9.64, 11.9, 10.9, 9.53, 9.39, 6.74, 9.96, 10.8
cenB1A, 0, 19.4, 12.2, 13.4, 9.65, 7.47, 6.38, 7.17, 8.58, 4.41, 4.54, 3.59, 4.44
cer, 0, 8.3, 15.8, 30.3, 27.4, 32.9, 40.2, 35.1, 10.8, 14.1, 14.5, 9.23, 20.2
cg, 0, 30.2, 35.2, 34.5, 36.5, 30.9, 22.8, 20.2, 19.2, 14.3, 12.0, 10.4, 10.4
chb, 0, 18.4, 14.7, 13.6, 10.8, 13.3, 8.79, 9.66, 7.79, 7.78, 10.5, 9.99, 12.1
cher, 0, 4.0, 1.32, 1.02, 2.71, 3.56, 12.9, 15.4, 36.1, 20.3, 9.28, 6.23, 6.54
chic, 0, 23.1, 40.5, 39.4, 50.5, 53.2, 51.9, 46.3, 33.1, 25.1, 19.1, 16.2, 17.2
chif, 0, 12.8, 18.9, 20.2, 15.6, 14.7, 7.16, 13.7, 7.56, 7.18, 4.33, 8.44, 8.87
chrb, 0, 7.86, 5.86, 10.5, 17.0, 18.4, 15.4, 22.0, 11.1, 11.7, 9.24, 8.01, 11.3
ci, 0, 0.628, 11.7, 37.0, 20.9, 17.1, 11.1, 15.3, 3.12, 4.94, 3.39, 1.96, 3.71
cib, 0, 34.0, 4.5, 2.43, 7.6, 13.4, 18.0, 18.4, 6.25, 4.28, 1.97, 1.34, 2.09
cid, 0, 36.8, 9.67, 22.7, 16.5, 8.23, 6.44, 1.92, 1.78, 0.652, 0.72, 0.347, 0.261
cl, 0, 43.2, 49.7, 30.2, 11.6, 14.5, 30.3, 20.1, 20.6, 20.1, 20.4, 24.1, 22.5
clos, 0, 22.4, 23.3, 21.9, 17.5, 12.4, 9.73, 6.77, 6.37, 5.24, 3.2, 8.13, 5.94
clu, 0, 15.9, 10.3, 16.5, 23.6, 32.7, 36.6, 38.5, 30.1, 20.3, 14.2, 14.7, 15.1
cm, 0, 14.3, 13.5, 8.42, 9.57, 11.7, 13.9, 10.7, 9.45, 7.43, 4.71, 4.46, 4.5
cni, 0, 18.1, 26.8, 31.5, 22.6, 30.1, 40.2, 28.5, 12.1, 14.5, 10.7, 13.6, 18.1
cnk, 0, 20.1, 23.1, 23.3, 16.4, 13.2, 6.9, 8.45, 7.48, 6.24, 5.36, 4.72, 4.95
cnn, 0, 12.0, 17.1, 19.5, 17.6, 18.4, 10.8, 11.5, 6.42, 6.56, 5.28, 5.28, 6.24
cold, 0, 18.9, 15.1, 23.2, 29.2, 39.0, 75.1, 54.8, 25.9, 19.6, 17.5, 10.6, 14.1
colt, 0, 36.4, 45.7, 33.6, 27.1, 23.2, 37.1, 31.2, 37.9, 31.5, 30.0, 25.9, 22.9
comm, 0, 0.356, 6.98, 20.6, 16.2, 14.9, 12.2, 9.32, 7.2, 5.06, 3.67, 1.83, 2.03
comm2, 0, 0.761, 13.1, 39.5, 31.1, 25.1, 20.7, 16.3, 11.7, 9.03, 8.37, 3.56, 5.14
cora, 0, 0.307, 0.965, 1.64, 10.9, 17.2, 29.2, 42.7, 38.6, 30.9, 47.7, 33.2, 34.6
coro, 0, 15.7, 20.3, 8.89, 7.08, 9.03, 11.3, 9.59, 13.4, 16.9, 25.7, 23.8, 25.1
corto, 0, 13.0, 19.5, 18.9, 21.3, 19.4, 14.3, 11.8, 9.14, 8.48, 10.1, 5.57, 5.15
cos, 0, 17.1, 26.7, 22.7, 14.3, 12.6, 8.4, 7.83, 8.12, 7.08, 4.78, 8.03, 7.44
cpa, 0, 45.8, 37.3, 53.6, 48.5, 41.8, 42.1, 36.3, 27.2, 24.6, 19.6, 14.6, 15.8
cpb, 0, 37.6, 61.1, 59.4, 43.1, 40.3, 34.7, 33.8, 30.1, 25.5, 18.9, 16.7, 17.7
crc, 0, 11.2, 21.8, 31.4, 26.2, 31.8, 43.0, 39.4, 25.3, 36.7, 36.3, 33.2, 41.1
crim, 0, 19.3, 14.3, 35.7, 43.4, 48.3, 75.1, 55.1, 46.1, 32.4, 23.4, 15.3, 17.4
crl, 0, 17.2, 30.2, 30.9, 25.7, 27.4, 29.7, 25.5, 19.7, 20.6, 17.4, 18.9, 20.7
crm, 0, 42.9, 29.4, 17.5, 16.2, 17.0, 12.8, 10.7, 13.3, 9.76, 6.26, 8.83, 9.22
crn, 0, 19.9, 35.6, 33.9, 30.7, 24.5, 21.4, 14.3, 13.1, 10.6, 8.7, 12.4, 10.5
crok, 0, 27.0, 46.7, 50.0, 55.7, 69.9, 115.0, 51.8, 38.3, 28.9, 18.7, 15.5, 13.6
crol, 0, 11.0, 2.22, 5.01, 15.7, 17.8, 17.8, 18.4, 14.0, 10.5, 9.9, 7.01, 7.69
csul, 0, 23.0, 27.1, 25.8, 14.2, 12.4, 7.52, 7.56, 5.43, 4.26, 2.32, 2.92, 3.94
ctp, 0, 18.7, 31.0, 21.8, 18.7, 22.4, 15.2, 20.3, 13.5, 18.5, 16.3, 17.2, 19.4
ctrip, 0, 17.2, 12.0, 24.6, 31.5, 26.3, 15.1, 20.2, 17.0, 15.9, 14.2, 7.14, 7.4
cuff, 2, 110.0, 137.0, 70.9, 63.5, 89.9, 134.0, 115.0, 85.2, 55.2, 34.2, 24.3, 29.0
cup, 0, 50.9, 19.4, 8.13, 9.87, 8.72, 10.9, 8.46, 7.91, 8.33, 14.1, 10.5, 11.2
cyp33, 0, 11.4, 14.6, 31.4, 20.7, 14.0, 13.3, 8.23, 5.92, 4.1, 2.84, 2.6, 2.87
cype, 2, 72.7, 119.0, 153.0, 122.0, 99.9, 121.0, 104.0, 127.0, 148.0, 181.0, 193.0, 197.0
dUTPase, 2, 226.0, 408.0, 342.0, 206.0, 166.0, 146.0, 67.9, 76.9, 55.8, 32.9, 68.2, 56.5
da, 0, 34.0, 22.7, 29.9, 30.2, 20.0, 25.5, 17.0, 12.5, 11.3, 14.1, 8.15, 7.16
dah, 0, 64.6, 57.9, 21.4, 20.1, 20.7, 15.9, 11.3, 16.4, 11.5, 5.38, 12.8, 10.8
